#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-09T15:11:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dee63311dd8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:J/ApJ/784/170&tab:{J/ApJ/784/170/table4}&key:source=J/ApJ/784/170/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/784/170/table4
#-order=I
#-out=SDSS
#SDSS=DR9
#-out=RAJ2000
#-out=DEJ2000
#-out=rmag
#-out=g-r
#-out=HRV
#-out=Teff
#-out=[Fe/H]
#-out=logg
#-out=DMpeak
#-out=rMag
#-out=Dist
#-out=Rgc
#-out=pRGB
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17840170
#Name: J/ApJ/784/170
#Title: The SEGUE K giant survey. II. Distances of 6036 stars (Xue+, 2014)
#Coosys	G:	galactic
#Table	J_ApJ_784_170_table4:
#Name: J/ApJ/784/170/table4
#Title: List of 6036 K giants selected from SDSS DR9
#Column	_Glon	(F10.6)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	SDSS	(A3)	Display the photometric data from SDSS DR9 (cat. V/139)	[ucd=meta.ref.url]
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F6.3)	[13.8/19.6] Extinction-corrected r band magnitude (r_0_)	[ucd=phot.mag;em.opt.R]
#Column	g-r	(F6.3)	[0.5/1.3] The (g-r) color index after extinction correction (g-r)_0_	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	HRV	(F6.1)	[-506.5/419.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	Teff	(I4)	[4025/5691] Effective temperature (SSPP) (2)	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	[-3.6/0.32] Metallicity (SSPP) (2)	[ucd=phys.abund.Z]
#Column	logg	(F5.2)	[0.18/3.5] Log of the surface gravity (SSPP) (2)	[ucd=phys.gravity]
#Column	DMpeak	(F5.2)	[13.1/20.4] Distance modulus at peak of distance modulus likelihood (DM_peak_) (4)	[ucd=phot.mag.distMod]
#Column	rMag	(F5.2)	[-3.2/1.2] Absolute magnitude in r band (M_r_) (6)	[ucd=phys.magAbs]
#Column	Dist	(F6.2)	[4.2/120.3] Distance to Sun (d) (6)	[ucd=pos.distance;pos.heliocentric]
#Column	Rgc	(F6.2)	[4.79/125.1] Distance to Galactic center (r_GC_) (6)	[ucd=pos.distance]
#Column	pRGB	(F5.2)	[0.45/1] Chance of being clearly on the Red-Giant Branch (RGB), above the level of the Horizontal Branch (HB) (P_aboveHB_) (7)	[ucd=stat.fit.goodness]
#Column	Sloan	(a5)	Display the online SDSS data for the nearest object	[ucd=meta.ref.url]
#Column	SimbadName	(a27)	Simbad column added by the CDS	[ucd=meta.id]
_Glon;_Glat;SDSS;RAJ2000;DEJ2000;rmag;g-r;HRV;Teff;[Fe/H];logg;DMpeak;rMag;Dist;Rgc;pRGB;Sloan;SimbadName
085.001867;+65.589894;DR9;213.8590;+44.8563;15.549; 0.708;-131.9;4798;-1.55; 1.45;16.28;-0.73; 18.00; 19.43; 1.00;Sloan;SDSS J141526.14+445122.2
088.156829;+65.641330;DR9;212.5795;+45.7996;15.153; 0.557;-137.8;5102;-2.17; 1.87;14.89; 0.26;  9.52; 12.35; 0.88;Sloan;SDSS J141019.07+454758.2
089.684802;+65.076493;DR9;212.5274;+46.6502;16.613; 0.621;-331.6;5029;-1.24; 2.30;16.05; 0.56; 16.21; 18.06; 0.60;Sloan;SDSS J141006.57+463900.3
088.700803;+64.764682;DR9;213.2756;+46.5666;16.623; 0.606;-245.2;5061;-1.40; 2.35;16.04; 0.58; 16.13; 17.94; 0.67;Sloan;SDSS J141306.13+463359.4
088.288559;+64.058928;DR9;214.2083;+46.9148;15.614; 0.670;-133.9;4987;-1.40; 2.36;15.76;-0.14; 14.18; 16.19; 0.99;Sloan;SDSS J141649.98+465453.0
088.551648;+63.838036;DR9;214.3340;+47.1489;16.437; 0.676;-110.6;4920;-1.01; 2.35;16.18; 0.25; 17.26; 18.94; 0.67;Sloan;SDSS J141720.14+470856.0
087.584831;+63.983014;DR9;214.5911;+46.7354;16.273; 0.544;-228.5;5221;-1.82; 2.53;15.37; 0.90; 11.85; 14.18; 0.53;Sloan;SDSS J141821.85+464407.1
354.947503;+61.180992;DR9;215.4084;+07.7860;16.948; 0.873;  -2.1;4655;-1.20; 1.45;18.29;-1.34; 45.53; 42.28; 1.00;Sloan;SDSS J142138.00+074709.4
356.082765;+61.110578;DR9;215.8466;+08.1277;16.511; 0.590; 173.7;5048;-1.60; 2.14;16.02; 0.49; 16.00; 14.02; 0.85;Sloan;SDSS J142323.16+080739.6
356.077293;+61.388493;DR9;215.6427;+08.3188;17.251; 0.799;   0.0;4709;-1.48; 1.59;18.58;-1.33; 52.03; 48.72; 1.00;Sloan;SDSS J142234.25+081907.6
355.197240;+61.140227;DR9;215.5233;+07.8427;16.160; 0.607; -89.4;4955;-1.56; 2.06;15.82; 0.34; 14.62; 12.85; 0.90;Sloan;SDSS J142205.59+075033.5
354.306212;+61.544819;DR9;214.9295;+07.8274;17.430; 0.828; -81.3;4787;-0.63; 1.90;17.47;-0.04; 31.17; 28.27; 0.93;Sloan;SDSS J141943.08+074938.3
354.997528;+61.793219;DR9;214.9873;+08.2349;15.414; 0.670;-121.3;4953;-1.27; 2.14;15.42;-0.01; 12.15; 10.96; 0.97;Sloan;SDSS J141956.96+081405.5
355.771589;+61.823154;DR9;215.2248;+08.5167;17.702; 0.661;   4.3;4880;-2.18; 1.41;18.67;-0.97; 54.18; 50.90; 1.00;Sloan;SDSS J142053.93+083100.0
354.378851;+62.316684;DR9;214.4062;+08.4006;17.824; 0.592;  41.4;5060;-1.52; 2.23;17.24; 0.59; 28.03; 25.34; 0.73;Sloan;SDSS J141737.46+082401.9
353.414816;+61.815355;DR9;214.4332;+07.7264;17.136; 0.810; -23.0;4732;-1.26; 1.87;18.18;-1.04; 43.24; 40.11; 1.00;Sloan;SDSS J141743.95+074335.2
352.908869;+61.507690;DR9;214.4720;+07.3380;16.981; 0.623; -42.0;5009;-1.99; 2.01;17.32;-0.34; 29.12; 26.29; 0.99;Sloan;SDSS J141753.28+072016.9
353.563125;+62.652412;DR9;213.8966;+08.3769;17.209; 0.828;  -8.5;4689;-1.45; 1.74;18.62;-1.42; 53.07; 49.93; 1.00;Sloan;SDSS J141535.17+082236.7
353.008453;+61.841929;DR9;214.2747;+07.6131;16.185; 0.692; -70.0;4791;-2.63; 1.44;17.53;-1.35; 32.13; 29.25; 1.00;Sloan;SDSS J141705.93+073646.9
356.425059;+63.282096;DR9;214.3699;+09.7442;17.257; 0.834; -33.0;4594;-1.05; 1.68;18.16;-0.91; 42.91; 39.96; 1.00;Sloan;SDSS J141728.76+094439.0
356.258008;+63.396301;DR9;214.2335;+09.7685;17.720; 0.645; -14.4;4960;-1.24; 1.46;17.47; 0.25; 31.16; 28.49; 0.79;Sloan;SDSS J141656.02+094606.4
356.387672;+62.914948;DR9;214.6282;+09.4792;15.918; 1.147;   1.0;4409;-1.40; 0.83;18.48;-2.56; 49.55; 46.46; 1.00;Sloan;SDSS J141830.75+092845.1
356.266533;+63.233771;DR9;214.3556;+09.6592;17.049; 0.866; -14.4;4598;-1.29; 1.42;18.49;-1.44; 49.83; 46.78; 1.00;Sloan;SDSS J141725.33+093933.2
355.604921;+62.882593;DR9;214.4014;+09.1997;17.591; 0.664;  -4.1;4864;-1.39; 1.63;17.67;-0.08; 34.20; 31.38; 0.97;Sloan;SDSS J141736.32+091158.5
354.858270;+62.392707;DR9;214.5112;+08.6115;17.374; 0.759; -66.6;4674;-1.89; 1.27;18.93;-1.55; 60.98; 57.72; 1.00;Sloan;SDSS J141802.70+083641.4
356.780954;+62.842566;DR9;214.8064;+09.5598;17.484; 0.773; -93.5;4793;-1.58; 1.68;18.74;-1.25; 55.95; 52.78; 1.00;Sloan;SDSS J141913.52+093335.3
355.620410;+62.747082;DR9;214.5048;+09.1103;16.136; 1.166; -83.9;4508;-1.25; 1.23;18.59;-2.45; 52.13; 49.00; 1.00;Sloan;SDSS J141801.15+090637.0
356.381663;+62.307986;DR9;215.0718;+09.0588;17.590; 0.804; -36.5;4892;-0.61; 2.02;17.43; 0.16; 30.60; 27.81; 0.86;Sloan;SDSS J142017.22+090331.5
356.991564;+62.298815;DR9;215.2757;+09.2586;16.967; 0.787;-119.7;4667;-1.52; 1.47;18.27;-1.30; 44.98; 41.87; 1.00;Sloan;SDSS J142106.15+091530.9
358.376125;+62.484053;DR9;215.5770;+09.8567;16.572; 0.977; -29.9;4436;-1.72; 0.67;18.98;-2.40; 62.41; 59.14; 1.00;Sloan;SDSS J142218.49+095123.8
358.681915;+62.655676;DR9;215.5424;+10.0761;16.843; 1.024; -21.4;4501;-0.91; 1.37;18.49;-1.65; 49.87; 46.74; 1.00;Sloan;SDSS J142210.18+100433.9
358.474424;+62.481644;DR9;215.6096;+09.8889;16.229; 0.626; 123.2;5006;-1.34; 2.19;15.86; 0.37; 14.88; 13.25; 0.83;Sloan;SDSS J142226.30+095319.7
357.875113;+62.424580;DR9;215.4640;+09.6450;16.732; 1.008; -64.8;4423;-1.53; 0.93;19.03;-2.30; 63.91; 60.63; 1.00;Sloan;SDSS J142151.33+093841.9
356.590274;+48.171330;DR9;225.3547;-00.6851;17.294; 0.756;  35.5;4787;-1.56; 1.38;18.40;-1.10; 47.78; 42.87; 1.00;Sloan;SDSS J150125.11-004106.4
356.663858;+48.189998;DR9;225.3755;-00.6369;17.234; 0.777;  23.2;4771;-1.65; 1.42;18.60;-1.37; 52.52; 47.57; 1.00;Sloan;SDSS J150130.11-003813.0
355.199868;+48.193371;DR9;224.6866;-01.3283;16.150; 1.243;  48.0;4082;-1.17; 0.41;18.68;-2.53; 54.51; 49.56; 1.00;Sloan;SDSS J145844.75-011942.1
355.011955;+48.286623;DR9;224.5320;-01.3500;16.093; 1.181;  62.1;4440;-1.59; 0.94;18.90;-2.81; 60.24; 55.26; 1.00;Sloan;SDSS J145807.67-012100.1
355.990140;+49.052982;DR9;224.4473;-00.3513;15.494; 0.689;   6.2;4822;-1.85; 1.57;16.46;-0.97; 19.60; 15.59; 1.00;Sloan;SDSS J145747.34-002104.7
355.298944;+48.876844;DR9;224.2516;-00.7970;16.284; 1.171;  39.0;4374;-0.89; 1.03;18.35;-2.07; 46.88; 42.07; 1.00;Sloan;SDSS J145700.37-004749.0
354.583063;+48.500960;DR9;224.1785;-01.3964;17.649; 0.621; 126.4;5091;-1.93; 1.49;17.95;-0.30; 38.86; 34.12; 1.00;Sloan;SDSS J145642.82-012347.0
355.251797;+50.090898;DR9;223.3744;+00.0429;17.356; 0.556;  80.1;4948;-2.22; 1.95;17.11; 0.25; 26.38; 22.13; 0.88;Sloan;SDSS J145329.83+000234.3
354.519368;+48.819228;DR9;223.9262;-01.1978;17.732; 0.744;  49.3;4626;-1.63; 1.19;18.82;-1.09; 58.01; 53.11; 1.00;Sloan;SDSS J145542.27-011152.0
354.533876;+48.973929;DR9;223.8251;-01.0803;15.951; 0.640;  38.9;4937;-2.95; 1.13;16.83;-0.87; 23.18; 18.94; 1.00;Sloan;SDSS J145518.02-010449.3
354.531865;+48.865371;DR9;223.8999;-01.1590;15.634; 0.616; 253.2;5015;-1.34; 2.13;15.17; 0.46; 10.82;  8.23; 0.75;Sloan;SDSS J145535.97-010932.3
354.572909;+49.381284;DR9;223.5591;-00.7707;16.933; 1.030;  51.8;4397;-0.98; 1.40;18.66;-1.72; 53.89; 49.09; 1.00;Sloan;SDSS J145414.17-004614.8
354.266349;+48.870139;DR9;223.7712;-01.2772;16.937; 1.077;  50.2;4585;-0.75; 0.58;18.34;-1.40; 46.55; 41.76; 1.00;Sloan;SDSS J145505.07-011638.0
354.696498;+50.204592;DR9;223.0411;-00.1258;15.813; 1.219;  61.3;4061;-1.36; 0.63;18.47;-2.66; 49.50; 44.83; 1.00;Sloan;SDSS J145209.85-000733.1
355.911323;+50.502274;DR9;223.3811;+00.6317;16.457; 0.907;  -6.6;4412;-1.63; 1.10;18.45;-2.00; 49.08; 44.44; 1.00;Sloan;SDSS J145331.45+003754.2
355.592278;+50.416370;DR9;223.2988;+00.4271;16.540; 0.772;  30.4;4745;-2.23; 1.39;18.38;-1.84; 47.37; 42.74; 1.00;Sloan;SDSS J145311.70+002537.8
356.393094;+49.705801;DR9;224.1656;+00.2934;16.806; 0.556; -74.0;5183;-2.33; 1.88;16.65; 0.16; 21.35; 17.31; 0.90;Sloan;SDSS J145639.74+001736.4
357.067663;+49.600678;DR9;224.5450;+00.5339;16.556; 1.118; -30.5;4152;-1.41; 1.20;19.06;-2.50; 64.74; 59.87; 1.00;Sloan;SDSS J145810.77+003201.9
357.315661;+49.518371;DR9;224.7157;+00.5932;16.318; 1.072;  62.1;4382;-1.45; 0.99;18.75;-2.43; 56.19; 51.36; 1.00;Sloan;SDSS J145851.76+003535.5
357.183327;+49.347319;DR9;224.7799;+00.4128;15.769; 0.613;-290.8;5094;-1.60; 2.29;15.58; 0.19; 13.03;  9.91; 0.98;Sloan;SDSS J145907.14+002446.2
357.358431;+50.064011;DR9;224.3398;+00.9897;17.357; 0.703;  48.3;4739;-2.26; 1.28;18.76;-1.40; 56.47; 51.70; 1.00;Sloan;SDSS J145721.54+005923.0
357.455277;+50.014166;DR9;224.4188;+01.0004;17.656; 0.585;-123.4;5014;-1.79; 2.26;17.33; 0.33; 29.21; 24.84; 0.94;Sloan;SDSS J145740.49+010001.5
357.343772;+49.009109;DR9;225.0969;+00.2550;16.014; 0.642;  97.4;5027;-1.55; 1.64;16.10;-0.09; 16.62; 12.89; 1.00;Sloan;SDSS J150023.24+001517.8
357.104183;+48.766554;DR9;225.1633;-00.0265;15.428; 0.612; -44.9;5011;-2.12; 1.58;15.83;-0.41; 14.68; 11.17; 1.00;Sloan;SDSS J150039.17-000135.5
357.638624;+49.854078;DR9;224.6162;+00.9759;16.494; 0.780;  75.6;4718;-2.55; 1.20;18.43;-1.94; 48.51; 43.78; 1.00;Sloan;SDSS J145827.88+005833.0
357.913080;+49.198944;DR9;225.2152;+00.6562;17.222; 0.866;  25.2;4579;-1.06; 1.27;18.32;-1.10; 46.09; 41.31; 1.00;Sloan;SDSS J150051.62+003922.3
358.004088;+49.328278;DR9;225.1615;+00.7880;17.411; 0.652;  -2.4;4943;-1.62; 1.53;17.66;-0.25; 34.02; 29.45; 1.00;Sloan;SDSS J150038.75+004716.5
358.171806;+49.460300;DR9;225.1396;+00.9579;17.183; 0.697;  -8.7;4852;-1.83; 1.69;18.18;-1.00; 43.28; 38.57; 1.00;Sloan;SDSS J150033.48+005728.3
052.724402;+62.404117;DR9;224.1474;+32.9366;16.053; 0.635;  18.8;4955;-2.78; 1.73;16.87;-0.82; 23.67; 22.76; 1.00;Sloan;SDSS J145635.36+325611.6
052.905290;+63.080180;DR9;223.3367;+32.9707;16.046; 0.649; -53.0;4958;-1.44; 1.70;16.05; 0.00; 16.18; 15.97; 0.98;Sloan;SDSS J145320.80+325814.1
051.204584;+63.171071;DR9;223.2875;+32.1977;16.012; 0.572;  51.9;5006;-1.71; 2.03;15.37; 0.64; 11.85; 12.28; 0.76;Sloan;SDSS J145309.00+321151.6
052.891389;+63.510918;DR9;222.8256;+32.9303;15.835; 0.737;  71.2;4902;-0.75; 2.39;15.68; 0.15; 13.68; 13.86; 0.71;Sloan;SDSS J145118.12+325548.7
052.822846;+63.355653;DR9;223.0129;+32.9122;15.347; 0.649;-339.1;4933;-1.48; 1.87;15.42;-0.07; 12.11; 12.57; 0.99;Sloan;SDSS J145203.07+325443.8
053.678657;+63.716139;DR9;222.5444;+33.2605;17.107; 1.199; -68.6;4059;-1.47; 0.49;19.83;-2.73; 92.56; 90.79; 1.00;Sloan;SDSS J145010.62+331537.7
052.104918;+63.861579;DR9;222.4420;+32.5556;17.647; 0.746; 118.8;4821;-1.29; 1.86;18.36;-0.71; 47.02; 45.51; 1.00;Sloan;SDSS J144946.06+323319.9
053.874500;+63.994551;DR9;222.2027;+33.3186;16.269; 0.834; -40.0;4711;-0.79; 1.91;16.75;-0.48; 22.39; 21.74; 1.00;Sloan;SDSS J144848.64+331906.7
054.556670;+63.449620;DR9;222.8144;+33.6763;17.233; 0.607;  25.0;5112;-1.30; 2.85;16.62; 0.61; 21.08; 20.51; 0.57;Sloan;SDSS J145115.42+334034.3
054.406103;+63.086819;DR9;223.2564;+33.6468;17.416; 0.615; -38.9;5000;-1.26; 2.16;16.85; 0.56; 23.49; 22.73; 0.61;Sloan;SDSS J145301.52+333848.2
054.835873;+62.563193;DR9;223.8591;+33.8952;15.703; 0.618;  22.6;5018;-1.77; 2.02;15.73;-0.02; 13.98; 14.14; 0.97;Sloan;SDSS J145526.17+335342.5
054.596405;+62.673765;DR9;223.7400;+33.7745;15.850; 0.575;-260.7;5151;-1.51; 2.41;15.06; 0.79; 10.29; 11.23; 0.58;Sloan;SDSS J145457.58+334627.9
053.901495;+62.065162;DR9;224.5030;+33.5085;17.029; 0.583;  31.2;5121;-1.58; 2.22;16.36; 0.67; 18.72; 18.22; 0.71;Sloan;SDSS J145800.71+333030.4
053.320046;+62.008238;DR9;224.5959;+33.2410;16.204; 0.630;-320.2;5025;-1.22; 2.36;15.75; 0.45; 14.14; 14.16; 0.69;Sloan;SDSS J145822.99+331427.3
054.028364;+61.424924;DR9;225.2633;+33.6187;15.840; 0.780;  41.8;4698;-2.47; 1.39;17.77;-1.93; 35.82; 34.44; 1.00;Sloan;SDSS J150103.17+333707.0
211.151020;+44.025197;DR9;143.1056;+19.6811;16.411; 0.663;   3.7;4912;-1.56; 1.81;16.69;-0.28; 21.78; 27.43; 1.00;Sloan;SDSS J093225.37+194051.8
211.106014;+43.040933;DR9;142.1084;+19.3868;15.024; 1.249;  47.7;4053;-1.14; 0.56;17.54;-2.52; 32.21; 37.74; 1.00;Sloan;SDSS J092826.02+192312.3
210.850511;+43.519508;DR9;142.5226;+19.7204;15.208; 0.935; -14.8;4510;-1.14; 1.23;16.78;-1.57; 22.71; 28.39; 1.00;Sloan;SDSS J093005.44+194313.3
211.558145;+42.667362;DR9;141.8538;+18.9491;16.449; 0.533; -56.5;5130;-2.32; 2.01;15.96; 0.49; 15.58; 21.51; 0.66;Sloan;SDSS J092724.91+185656.6
210.930768;+42.817156;DR9;141.8394;+19.4334;16.919; 0.938;  68.0;4501;-1.22; 1.37;18.62;-1.70; 53.05; 58.42; 1.00;Sloan;SDSS J092721.46+192559.8
210.315710;+43.370271;DR9;142.2382;+20.0390;17.490; 0.606; 229.4;5113;-1.57; 2.25;17.08; 0.41; 26.00; 31.64; 0.88;Sloan;SDSS J092857.17+200220.3
210.525728;+42.618201;DR9;141.5357;+19.6484;16.642; 0.649;  94.0;5009;-1.41; 2.27;16.60; 0.04; 20.88; 26.68; 0.96;Sloan;SDSS J092608.59+193854.0
209.791576;+42.875523;DR9;141.6081;+20.2419;15.193; 1.080; -28.9;4437;-0.51; 1.75;16.17;-0.98; 17.13; 23.06; 1.00;Sloan;SDSS J092625.95+201430.8
209.778012;+42.646115;DR9;141.3732;+20.1776;16.078; 0.759; -56.4;4773;-1.70; 1.59;17.41;-1.33; 30.34; 35.98; 1.00;Sloan;SDSS J092529.60+201039.2
209.661563;+42.558576;DR9;141.2555;+20.2306;15.230; 0.669; -39.3;4968;-2.08; 1.80;16.16;-0.93; 17.07; 23.03; 1.00;Sloan;SDSS J092501.32+201350.1
210.375788;+42.563323;DR9;141.4421;+19.7346;15.161; 0.605; -43.0;5059;-1.42; 2.20;14.63; 0.53;  8.42; 14.85; 0.74;Sloan;SDSS J092546.11+194404.5
211.082877;+42.415218;DR9;141.4776;+19.1936;17.276; 0.576;-168.5;5110;-1.97; 2.16;17.05; 0.22; 25.72; 31.40; 0.94;Sloan;SDSS J092554.64+191136.7
208.871387;+42.039813;DR9;140.5319;+20.6190;15.259; 0.652;  68.3;5136;-1.37; 2.29;15.23; 0.03; 11.09; 17.39; 0.98;Sloan;SDSS J092207.69+203708.3
208.803454;+42.201851;DR9;140.6792;+20.7180;15.442; 0.620; 203.3;5006;-1.45; 2.16;15.15; 0.29; 10.72; 17.03; 0.91;Sloan;SDSS J092243.02+204304.8
208.240140;+42.976307;DR9;141.3303;+21.3524;16.905; 0.572;  -6.8;5137;-2.03; 2.19;16.64; 0.27; 21.26; 27.12; 0.89;Sloan;SDSS J092519.28+212108.4
207.902483;+43.005467;DR9;141.2797;+21.5966;17.073; 0.619;-119.5;5144;-1.78; 2.55;17.13;-0.06; 26.72; 32.46; 0.99;Sloan;SDSS J092507.12+213547.4
208.757681;+43.508411;DR9;141.9976;+21.1562;16.896; 0.590; -34.1;5112;-1.47; 2.32;16.25; 0.64; 17.81; 23.72; 0.67;Sloan;SDSS J092759.45+210922.0
209.872070;+43.470335;DR9;142.2291;+20.3763;16.480; 0.658;  33.0;4946;-1.32; 2.15;16.44; 0.04; 19.37; 25.19; 0.96;Sloan;SDSS J092855.00+202234.8
209.726634;+43.544941;DR9;142.2689;+20.5000;15.163; 0.667; 188.8;4993;-1.39; 1.72;15.27;-0.11; 11.34; 17.52; 0.99;Sloan;SDSS J092904.56+202959.9
209.932153;+43.772459;DR9;142.5495;+20.4310;16.097; 0.919; -42.6;4699;-0.54; 2.33;16.48;-0.38; 19.78; 25.56; 1.00;Sloan;SDSS J093011.88+202551.6
210.477624;+44.501023;DR9;143.4190;+20.2912;17.233; 0.555; -34.9;5344;-2.04; 2.65;16.81; 0.42; 23.06; 28.68; 0.86;Sloan;SDSS J093340.58+201728.1
209.738266;+44.536822;DR9;143.2783;+20.8029;16.761; 0.621;   4.6;4976;-1.34; 2.08;16.34; 0.42; 18.52; 24.30; 0.79;Sloan;SDSS J093306.80+204810.5
107.816636;+62.325527;DR9;204.5809;+53.4052;16.662; 0.622;-136.1;4911;-2.51; 1.47;17.33;-0.67; 29.27; 31.42; 1.00;Sloan;SDSS J133819.41+532418.3
109.884025;+63.338537;DR9;202.5056;+52.8013;16.500; 0.654; -36.6;5033;-1.46; 2.13;16.56;-0.06; 20.53; 23.14; 0.99;Sloan;SDSS J133001.34+524804.4
111.978933;+62.561801;DR9;201.3916;+53.8347;15.567; 0.635;-230.7;4903;-1.71; 2.21;15.71;-0.14; 13.86; 17.15; 0.99;Sloan;SDSS J132533.97+535004.5
112.520886;+62.425580;DR9;201.0483;+54.0356;15.342; 0.610; -28.4;4984;-1.42; 1.91;14.86; 0.49;  9.36; 13.35; 0.78;Sloan;SDSS J132411.57+540207.8
112.830989;+62.813998;DR9;200.6383;+53.6998;17.559; 0.628;-201.5;5153;-1.32; 2.70;17.21; 0.34; 27.73; 30.19; 0.82;Sloan;SDSS J132233.20+534158.9
112.610468;+61.991711;DR9;201.1831;+54.4643;16.235; 0.558; -61.6;5146;-2.60; 1.41;16.12; 0.12; 16.71; 19.79; 0.86;Sloan;SDSS J132443.92+542751.2
111.345194;+61.187700;DR9;202.5892;+55.0564;17.111; 0.598; -64.7;5085;-1.33; 2.59;16.43; 0.68; 19.30; 22.15; 0.54;Sloan;SDSS J133021.41+550322.7
109.620122;+61.196349;DR9;203.9474;+54.7708;17.487; 0.624; -21.2;4937;-1.42; 2.24;17.10; 0.38; 26.35; 28.75; 0.86;Sloan;SDSS J133547.36+544614.6
108.343617;+61.916985;DR9;204.4624;+53.8771;16.683; 1.137; -79.8;4384; 0.01; 2.51;16.81;-0.13; 23.03; 25.47; 1.00;Sloan;SDSS J133750.96+535237.2
224.014049;+39.153613;DR9;142.4754;+08.9314;17.817; 0.585;  44.3;5072;-1.69; 2.00;17.34; 0.48; 29.31; 34.42; 0.84;Sloan;SDSS J092954.11+085552.9
223.354620;+38.945058;DR9;142.0474;+09.2880;17.063; 0.645;  96.8;4909;-1.32; 1.97;16.87; 0.19; 23.67; 28.95; 0.91;Sloan;SDSS J092811.37+091717.0
223.721843;+38.637140;DR9;141.9056;+08.8916;15.478; 0.756; 175.0;4743;-1.32; 1.77;16.29;-0.82; 18.15; 23.60; 1.00;Sloan;SDSS J092737.37+085329.7
223.619704;+38.426197;DR9;141.6790;+08.8641;16.534; 1.258; 133.2;4038;-1.40; 0.53;19.30;-2.77; 72.59; 77.41; 1.00;Sloan;SDSS J092642.98+085150.5
222.504487;+38.394775;DR9;141.2430;+09.6253;16.001; 0.581;  65.7;5091;-1.55; 2.10;15.31; 0.69; 11.53; 17.42; 0.69;Sloan;SDSS J092458.32+093730.9
222.764981;+38.033321;DR9;141.0120;+09.2780;15.341; 0.665;  18.7;4957;-1.29; 2.12;15.28; 0.07; 11.35; 17.26; 0.92;Sloan;SDSS J092402.91+091640.7
221.749491;+38.432178;DR9;141.0052;+10.1698;15.191; 0.647; 178.7;4992;-1.42; 2.23;15.10; 0.10; 10.45; 16.46; 0.95;Sloan;SDSS J092401.25+101011.1
221.772274;+39.808844;DR9;142.2653;+10.7699;15.907; 0.838; 244.6;4524;-1.20; 1.76;17.04;-1.14; 25.64; 30.93; 1.00;Sloan;SDSS J092903.68+104611.4
221.681720;+39.557317;DR9;142.0045;+10.7202;17.157; 0.617; 199.6;5042;-1.28; 2.48;16.61; 0.54; 21.02; 26.45; 0.64;Sloan;SDSS J092801.10+104312.5
222.267845;+39.478295;DR9;142.1388;+10.2806;15.462; 0.648; 331.8;4992;-1.19; 2.28;15.17; 0.29; 10.81; 16.73; 0.80;Sloan;SDSS J092833.34+101650.1
222.569739;+39.409800;DR9;142.1839;+10.0417;15.982; 0.596; 197.9;5180;-1.33; 2.49;15.26; 0.72; 11.27; 17.13; 0.52;Sloan;SDSS J092844.15+100230.0
222.906778;+39.643149;DR9;142.5150;+09.9164;16.652; 0.865; 217.2;4600;-1.42; 1.35;18.26;-1.60; 44.81; 49.76; 1.00;Sloan;SDSS J093003.62+095458.8
222.957322;+39.951948;DR9;142.8120;+10.0227;17.545; 0.652; 180.1;4893;-1.29; 2.14;17.40; 0.14; 30.26; 35.37; 0.93;Sloan;SDSS J093114.89+100121.8
223.046199;+39.953748;DR9;142.8452;+09.9629;16.928; 0.556;  72.9;5172;-1.70; 2.25;16.10; 0.83; 16.56; 22.06; 0.58;Sloan;SDSS J093122.87+095746.2
222.301574;+40.082777;DR9;142.6994;+10.5297;15.057; 0.634;   3.8;4990;-1.31; 2.18;14.74; 0.32;  8.86; 14.93; 0.86;Sloan;SDSS J093047.85+103147.0
223.041100;+40.156644;DR9;143.0267;+10.0590;15.142; 0.527; 112.7;5204;-2.27; 2.32;14.47; 0.68;  7.82; 13.96; 0.55;Sloan;SDSS J093206.41+100332.3
222.207514;+40.421736;DR9;142.9748;+10.7460;16.897; 0.675; 112.9;4953;-1.20; 2.31;16.89; 0.01; 23.88; 29.15; 0.95;Sloan;SDSS J093153.96+104445.6
